n,cycles,latency_ns,latency_us,sum,sum_error,done,idle,ready,busy
166,47908,568907.502133403,568.907502133403,0.675323486328125,0.324676513671875,True,True,False,False
168,48484,575747.502159053,575.747502159053,0.675323486328125,0.324676513671875,True,True,False,False
170,49060,582587.502184703,582.587502184703,0.675323486328125,0.324676513671875,True,True,False,False
172,49636,589427.502210353,589.427502210353,0.675323486328125,0.324676513671875,True,True,False,False
174,50212,596267.502236003,596.267502236003,0.675323486328125,0.324676513671875,True,True,False,False
176,50788,603107.502261653,603.107502261653,0.675323486328125,0.324676513671875,True,True,False,False
178,51364,609947.502287303,609.947502287303,0.675323486328125,0.324676513671875,True,True,False,False
180,51940,616787.502312953,616.787502312953,0.675323486328125,0.324676513671875,True,True,False,False
182,52516,623627.502338603,623.627502338603,0.675323486328125,0.324676513671875,True,True,False,False
184,53092,630467.502364253,630.467502364253,0.675323486328125,0.324676513671875,True,True,False,False
186,53668,637307.502389903,637.307502389903,0.675323486328125,0.324676513671875,True,True,False,False
188,54244,644147.502415553,644.147502415553,0.675323486328125,0.324676513671875,True,True,False,False
190,54820,650987.502441203,650.987502441203,0.675323486328125,0.324676513671875,True,True,False,False
192,55396,657827.502466853,657.827502466853,0.675323486328125,0.324676513671875,True,True,False,False
194,55972,664667.502492503,664.667502492503,0.675323486328125,0.324676513671875,True,True,False,False
196,56548,671507.502518153,671.507502518153,0.675323486328125,0.324676513671875,True,True,False,False
198,57124,678347.502543803,678.347502543803,0.675323486328125,0.324676513671875,True,True,False,False
200,57700,685187.502569453,685.187502569453,0.675323486328125,0.324676513671875,True,True,False,False
202,58276,692027.502595103,692.027502595103,0.675323486328125,0.324676513671875,True,True,False,False
204,58852,698867.502620753,698.867502620753,0.675323486328125,0.324676513671875,True,True,False,False
206,59428,705707.502646403,705.707502646403,0.675323486328125,0.324676513671875,True,True,False,False
208,60004,712547.502672053,712.547502672053,0.675323486328125,0.324676513671875,True,True,False,False
210,60580,719387.502697703,719.387502697703,0.675323486328125,0.324676513671875,True,True,False,False
212,61156,726227.502723353,726.227502723353,0.675323486328125,0.324676513671875,True,True,False,False
214,61732,733067.502749003,733.067502749003,0.675323486328125,0.324676513671875,True,True,False,False
216,62308,739907.502774653,739.907502774653,0.675323486328125,0.324676513671875,True,True,False,False
218,62884,746747.502800303,746.747502800303,0.675323486328125,0.324676513671875,True,True,False,False
220,63460,753587.502825953,753.587502825953,0.675323486328125,0.324676513671875,True,True,False,False
222,64036,760427.502851603,760.427502851603,0.675323486328125,0.324676513671875,True,True,False,False
224,64612,767267.502877253,767.267502877253,0.675323486328125,0.324676513671875,True,True,False,False
226,65188,774107.502902903,774.107502902903,0.675323486328125,0.324676513671875,True,True,False,False
228,65764,780947.502928553,780.947502928553,0.675323486328125,0.324676513671875,True,True,False,False
230,66340,787787.502954203,787.787502954203,0.675323486328125,0.324676513671875,True,True,False,False
232,66916,794627.502979853,794.627502979853,0.675323486328125,0.324676513671875,True,True,False,False
234,67492,801467.503005503,801.467503005503,0.675323486328125,0.324676513671875,True,True,False,False
236,68068,808307.503031153,808.307503031153,0.675323486328125,0.324676513671875,True,True,False,False
238,68644,815147.503056803,815.147503056803,0.675323486328125,0.324676513671875,True,True,False,False
240,69220,821987.503082453,821.987503082453,0.675323486328125,0.324676513671875,True,True,False,False
242,69796,828827.503108103,828.827503108103,0.675323486328125,0.324676513671875,True,True,False,False
244,70372,835667.503133753,835.667503133753,0.675323486328125,0.324676513671875,True,True,False,False
246,70948,842507.503159403,842.507503159403,0.675323486328125,0.324676513671875,True,True,False,False
248,71524,849347.503185053,849.347503185053,0.675323486328125,0.324676513671875,True,True,False,False
250,72100,856187.503210703,856.187503210703,0.675323486328125,0.324676513671875,True,True,False,False
252,72676,863027.503236353,863.027503236353,0.675323486328125,0.324676513671875,True,True,False,False
254,73252,869867.503262003,869.867503262003,0.675323486328125,0.324676513671875,True,True,False,False
256,73828,876707.503287653,876.707503287653,0.675323486328125,0.324676513671875,True,True,False,False
